Index,Model,Region,Scenario,Season,Sigma,Value,Year
GD4,OBS Safran,4,rcp85,DJF,1,2205.64550781,1975
GD4,OBS Safran,4,rcp85,DJF,1,258.370117188,1988
GD4,OBS Safran,4,rcp85,DJF,1,1145.25488281,1990
GD4,OBS Safran,4,rcp85,DJF,1,464.765625,1994
GD4,OBS Safran,4,rcp85,DJF,1,2472.33203125,1995
GD4,OBS Safran,4,rcp85,DJF,1,688.424804688,1998
GD4,OBS Safran,4,rcp85,DJF,1,1376.17675781,2001
GD4,OBS Safran,4,rcp85,DJF,1,3044.33886719,2007
GD4,OBS Safran,4,rcp85,DJF,2,410.874023438,2007
GD4,1,4,rcp85,DJF,1,777.118164062,1974
GD4,1,4,rcp85,DJF,1,2231.48535156,1981
GD4,1,4,rcp85,DJF,1,1775.5078125,1987
GD4,1,4,rcp85,DJF,1,345.276367188,1992
GD4,1,4,rcp85,DJF,1,551.309570312,2004
GD4,1,4,rcp85,DJF,1,1428.80761719,2012
GD4,1,4,rcp85,DJF,1,4587.87402344,2015
GD4,1,4,rcp85,DJF,1,247.110351562,2019
GD4,1,4,rcp85,DJF,1,1766.01953125,2026
GD4,1,4,rcp85,DJF,1,2944.09082031,2027
GD4,1,4,rcp85,DJF,1,1009.02929688,2029
GD4,1,4,rcp85,DJF,1,3552.33691406,2034
GD4,1,4,rcp85,DJF,1,1870.82128906,2040
GD4,1,4,rcp85,DJF,1,3136.36230469,2042
GD4,1,4,rcp85,DJF,1,979.9921875,2043
GD4,1,4,rcp85,DJF,1,1838.0,2044
GD4,1,4,rcp85,DJF,1,2596.97167969,2045
GD4,1,4,rcp85,DJF,1,3427.9765625,2055
GD4,1,4,rcp85,DJF,1,1902.36425781,2056
GD4,1,4,rcp85,DJF,1,4124.04003906,2057
GD4,1,4,rcp85,DJF,1,2186.22265625,2058
GD4,1,4,rcp85,DJF,1,1928.54980469,2059
GD4,1,4,rcp85,DJF,1,3156.41699219,2060
GD4,1,4,rcp85,DJF,1,6850.57519531,2061
GD4,1,4,rcp85,DJF,1,2615.71386719,2062
GD4,1,4,rcp85,DJF,1,3212.50390625,2063
GD4,1,4,rcp85,DJF,1,4856.80371094,2064
GD4,1,4,rcp85,DJF,1,547.340820312,2065
GD4,1,4,rcp85,DJF,1,7237.05175781,2069
GD4,1,4,rcp85,DJF,1,5797.67285156,2070
GD4,1,4,rcp85,DJF,1,1945.35351562,2071
GD4,1,4,rcp85,DJF,1,8004.64941406,2072
GD4,1,4,rcp85,DJF,1,4192.85839844,2073
GD4,1,4,rcp85,DJF,1,5760.12597656,2074
GD4,1,4,rcp85,DJF,1,4074.59277344,2075
GD4,1,4,rcp85,DJF,1,2819.02246094,2076
GD4,1,4,rcp85,DJF,1,4408.97363281,2077
GD4,1,4,rcp85,DJF,1,8106.34472656,2078
GD4,1,4,rcp85,DJF,1,70.814453125,2079
GD4,1,4,rcp85,DJF,1,6627.55175781,2080
GD4,1,4,rcp85,DJF,1,1691.52148438,2081
GD4,1,4,rcp85,DJF,1,3236.57910156,2082
GD4,1,4,rcp85,DJF,1,6603.46386719,2083
GD4,1,4,rcp85,DJF,1,2432.73730469,2084
GD4,1,4,rcp85,DJF,1,7015.80175781,2085
GD4,1,4,rcp85,DJF,1,9811.32714844,2086
GD4,1,4,rcp85,DJF,1,5516.37597656,2087
GD4,1,4,rcp85,DJF,1,5637.78222656,2088
GD4,1,4,rcp85,DJF,1,7950.57128906,2089
GD4,1,4,rcp85,DJF,1,1630.20898438,2090
GD4,1,4,rcp85,DJF,1,5463.99511719,2091
GD4,1,4,rcp85,DJF,1,3658.20507812,2092
GD4,1,4,rcp85,DJF,1,8934.11816406,2093
GD4,1,4,rcp85,DJF,1,7816.36816406,2094
GD4,1,4,rcp85,DJF,1,3236.41699219,2095
GD4,1,4,rcp85,DJF,1,4762.22558594,2096
GD4,1,4,rcp85,DJF,1,5189.90527344,2097
GD4,1,4,rcp85,DJF,1,6561.97949219,2098
GD4,1,4,rcp85,DJF,1,7235.45996094,2099
GD4,1,4,rcp85,DJF,1,6333.57714844,2100
GD4,1,4,rcp85,DJF,2,1954.40917969,2015
GD4,1,4,rcp85,DJF,2,310.625976562,2027
GD4,1,4,rcp85,DJF,2,918.872070312,2034
GD4,1,4,rcp85,DJF,2,502.897460938,2042
GD4,1,4,rcp85,DJF,2,794.51171875,2055
GD4,1,4,rcp85,DJF,2,1490.57519531,2057
GD4,1,4,rcp85,DJF,2,522.952148438,2060
GD4,1,4,rcp85,DJF,2,4217.11035156,2061
GD4,1,4,rcp85,DJF,2,579.0390625,2063
GD4,1,4,rcp85,DJF,2,2223.33886719,2064
GD4,1,4,rcp85,DJF,2,4603.58691406,2069
GD4,1,4,rcp85,DJF,2,3164.20800781,2070
GD4,1,4,rcp85,DJF,2,5371.18457031,2072
GD4,1,4,rcp85,DJF,2,1559.39355469,2073
GD4,1,4,rcp85,DJF,2,3126.66113281,2074
GD4,1,4,rcp85,DJF,2,1441.12792969,2075
GD4,1,4,rcp85,DJF,2,185.557617188,2076
GD4,1,4,rcp85,DJF,2,1775.50878906,2077
GD4,1,4,rcp85,DJF,2,5472.87988281,2078
GD4,1,4,rcp85,DJF,2,3994.08691406,2080
GD4,1,4,rcp85,DJF,2,603.114257812,2082
GD4,1,4,rcp85,DJF,2,3969.99902344,2083
GD4,1,4,rcp85,DJF,2,4382.33691406,2085
GD4,1,4,rcp85,DJF,2,7177.86230469,2086
GD4,1,4,rcp85,DJF,2,2882.91113281,2087
GD4,1,4,rcp85,DJF,2,3004.31738281,2088
GD4,1,4,rcp85,DJF,2,5317.10644531,2089
GD4,1,4,rcp85,DJF,2,2830.53027344,2091
GD4,1,4,rcp85,DJF,2,1024.74023438,2092
GD4,1,4,rcp85,DJF,2,6300.65332031,2093
GD4,1,4,rcp85,DJF,2,5182.90332031,2094
GD4,1,4,rcp85,DJF,2,602.952148438,2095
GD4,1,4,rcp85,DJF,2,2128.76074219,2096
GD4,1,4,rcp85,DJF,2,2556.44042969,2097
GD4,1,4,rcp85,DJF,2,3928.51464844,2098
GD4,1,4,rcp85,DJF,2,4601.99511719,2099
GD4,1,4,rcp85,DJF,2,3700.11230469,2100
GD4,OBS Safran,14,rcp85,DJF,1,467.933105469,1974
GD4,OBS Safran,14,rcp85,DJF,1,4602.66748047,1975
GD4,OBS Safran,14,rcp85,DJF,1,282.013183594,1988
GD4,OBS Safran,14,rcp85,DJF,1,1450.14599609,1989
GD4,OBS Safran,14,rcp85,DJF,1,1142.08740234,1990
GD4,OBS Safran,14,rcp85,DJF,1,607.028808594,1994
GD4,OBS Safran,14,rcp85,DJF,1,2598.59521484,1995
GD4,OBS Safran,14,rcp85,DJF,1,4.34130859375,1999
GD4,OBS Safran,14,rcp85,DJF,1,381.212402344,2000
GD4,OBS Safran,14,rcp85,DJF,1,2128.34521484,2007
GD4,OBS Safran,14,rcp85,DJF,2,1762.58007812,1975
GD4,1,14,rcp85,DJF,1,1062.57568359,1974
GD4,1,14,rcp85,DJF,1,2533.30615234,1981
GD4,1,14,rcp85,DJF,1,1607.25341797,1982
GD4,1,14,rcp85,DJF,1,85.7456054688,1987
GD4,1,14,rcp85,DJF,1,68.9213867188,1995
GD4,1,14,rcp85,DJF,1,1709.92333984,1998
GD4,1,14,rcp85,DJF,1,44.1206054688,2008
GD4,1,14,rcp85,DJF,1,1301.39208984,2011
GD4,1,14,rcp85,DJF,1,628.087402344,2012
GD4,1,14,rcp85,DJF,1,4642.25927734,2015
GD4,1,14,rcp85,DJF,1,1988.88623047,2017
GD4,1,14,rcp85,DJF,1,98.9487304688,2019
GD4,1,14,rcp85,DJF,1,115.286621094,2026
GD4,1,14,rcp85,DJF,1,2293.91748047,2027
GD4,1,14,rcp85,DJF,1,3129.51708984,2028
GD4,1,14,rcp85,DJF,1,182.011230469,2029
GD4,1,14,rcp85,DJF,1,3746.68115234,2034
GD4,1,14,rcp85,DJF,1,667.913574219,2035
GD4,1,14,rcp85,DJF,1,98.0815429688,2039
GD4,1,14,rcp85,DJF,1,3611.28662109,2040
GD4,1,14,rcp85,DJF,1,1844.54443359,2042
GD4,1,14,rcp85,DJF,1,2626.67724609,2044
GD4,1,14,rcp85,DJF,1,1648.44677734,2045
GD4,1,14,rcp85,DJF,1,662.915527344,2048
GD4,1,14,rcp85,DJF,1,1265.67919922,2054
GD4,1,14,rcp85,DJF,1,3077.54638672,2055
GD4,1,14,rcp85,DJF,1,2588.06201172,2056
GD4,1,14,rcp85,DJF,1,4850.69091797,2057
GD4,1,14,rcp85,DJF,1,1923.28466797,2058
GD4,1,14,rcp85,DJF,1,2403.67724609,2059
GD4,1,14,rcp85,DJF,1,671.298339844,2060
GD4,1,14,rcp85,DJF,1,3308.85888672,2061
GD4,1,14,rcp85,DJF,1,3167.27490234,2062
GD4,1,14,rcp85,DJF,1,1050.16748047,2063
GD4,1,14,rcp85,DJF,1,3379.64794922,2064
GD4,1,14,rcp85,DJF,1,5695.58935547,2069
GD4,1,14,rcp85,DJF,1,4440.50537109,2070
GD4,1,14,rcp85,DJF,1,2516.28662109,2071
GD4,1,14,rcp85,DJF,1,6816.38818359,2072
GD4,1,14,rcp85,DJF,1,3070.77099609,2073
GD4,1,14,rcp85,DJF,1,4762.31982422,2074
GD4,1,14,rcp85,DJF,1,3874.35107422,2075
GD4,1,14,rcp85,DJF,1,1747.11279297,2076
GD4,1,14,rcp85,DJF,1,4094.66162109,2077
GD4,1,14,rcp85,DJF,1,5332.53076172,2078
GD4,1,14,rcp85,DJF,1,392.854980469,2079
GD4,1,14,rcp85,DJF,1,4138.10498047,2080
GD4,1,14,rcp85,DJF,1,4370.13037109,2082
GD4,1,14,rcp85,DJF,1,3652.65185547,2083
GD4,1,14,rcp85,DJF,1,1723.02880859,2084
GD4,1,14,rcp85,DJF,1,6563.23388672,2085
GD4,1,14,rcp85,DJF,1,5953.48193359,2086
GD4,1,14,rcp85,DJF,1,3692.19091797,2087
GD4,1,14,rcp85,DJF,1,3962.46044922,2088
GD4,1,14,rcp85,DJF,1,6276.10107422,2089
GD4,1,14,rcp85,DJF,1,4456.80419922,2091
GD4,1,14,rcp85,DJF,1,1893.92529297,2092
GD4,1,14,rcp85,DJF,1,5437.54248047,2093
GD4,1,14,rcp85,DJF,1,5480.44482422,2094
GD4,1,14,rcp85,DJF,1,3142.03271484,2095
GD4,1,14,rcp85,DJF,1,4325.27490234,2096
GD4,1,14,rcp85,DJF,1,4122.58349609,2097
GD4,1,14,rcp85,DJF,1,5336.39794922,2098
GD4,1,14,rcp85,DJF,1,4951.76318359,2099
GD4,1,14,rcp85,DJF,1,5463.30029297,2100
GD4,1,14,rcp85,DJF,2,1802.171875,2015
GD4,1,14,rcp85,DJF,2,289.4296875,2028
GD4,1,14,rcp85,DJF,2,906.59375,2034
GD4,1,14,rcp85,DJF,2,771.19921875,2040
GD4,1,14,rcp85,DJF,2,237.458984375,2055
GD4,1,14,rcp85,DJF,2,2010.60351562,2057
GD4,1,14,rcp85,DJF,2,468.771484375,2061
GD4,1,14,rcp85,DJF,2,327.1875,2062
GD4,1,14,rcp85,DJF,2,539.560546875,2064
GD4,1,14,rcp85,DJF,2,2855.50195312,2069
GD4,1,14,rcp85,DJF,2,1600.41796875,2070
GD4,1,14,rcp85,DJF,2,3976.30078125,2072
GD4,1,14,rcp85,DJF,2,230.68359375,2073
GD4,1,14,rcp85,DJF,2,1922.23242188,2074
GD4,1,14,rcp85,DJF,2,1034.26367188,2075
GD4,1,14,rcp85,DJF,2,1254.57421875,2077
GD4,1,14,rcp85,DJF,2,2492.44335938,2078
GD4,1,14,rcp85,DJF,2,1298.01757812,2080
GD4,1,14,rcp85,DJF,2,1530.04296875,2082
GD4,1,14,rcp85,DJF,2,812.564453125,2083
GD4,1,14,rcp85,DJF,2,3723.14648438,2085
GD4,1,14,rcp85,DJF,2,3113.39453125,2086
GD4,1,14,rcp85,DJF,2,852.103515625,2087
GD4,1,14,rcp85,DJF,2,1122.37304688,2088
GD4,1,14,rcp85,DJF,2,3436.01367188,2089
GD4,1,14,rcp85,DJF,2,1616.71679688,2091
GD4,1,14,rcp85,DJF,2,2597.45507812,2093
GD4,1,14,rcp85,DJF,2,2640.35742188,2094
GD4,1,14,rcp85,DJF,2,301.9453125,2095
GD4,1,14,rcp85,DJF,2,1485.1875,2096
GD4,1,14,rcp85,DJF,2,1282.49609375,2097
GD4,1,14,rcp85,DJF,2,2496.31054688,2098
GD4,1,14,rcp85,DJF,2,2111.67578125,2099
GD4,1,14,rcp85,DJF,2,2623.21289062,2100
GD4,OBS Safran,3,rcp85,DJF,1,819.898681641,1975
GD4,OBS Safran,3,rcp85,DJF,1,213.243408203,1982
GD4,OBS Safran,3,rcp85,DJF,1,386.151611328,1988
GD4,OBS Safran,3,rcp85,DJF,1,962.630126953,1990
GD4,OBS Safran,3,rcp85,DJF,1,1007.90551758,1995
GD4,OBS Safran,3,rcp85,DJF,1,517.803955078,1998
GD4,OBS Safran,3,rcp85,DJF,1,1405.43774414,2001
GD4,OBS Safran,3,rcp85,DJF,1,2205.49047852,2007
GD4,1,3,rcp85,DJF,1,1944.62231445,1981
GD4,1,3,rcp85,DJF,1,774.900634766,1987
GD4,1,3,rcp85,DJF,1,494.750244141,1996
GD4,1,3,rcp85,DJF,1,1141.74731445,2012
GD4,1,3,rcp85,DJF,1,3430.17895508,2015
GD4,1,3,rcp85,DJF,1,327.913330078,2020
GD4,1,3,rcp85,DJF,1,1789.0559082,2026
GD4,1,3,rcp85,DJF,1,1209.83813477,2027
GD4,1,3,rcp85,DJF,1,2175.1809082,2028
GD4,1,3,rcp85,DJF,1,1278.72290039,2029
GD4,1,3,rcp85,DJF,1,3525.60473633,2034
GD4,1,3,rcp85,DJF,1,455.217041016,2036
GD4,1,3,rcp85,DJF,1,329.039306641,2038
GD4,1,3,rcp85,DJF,1,21.4670410156,2039
GD4,1,3,rcp85,DJF,1,578.173095703,2040
GD4,1,3,rcp85,DJF,1,4257.63012695,2042
GD4,1,3,rcp85,DJF,1,1667.05200195,2043
GD4,1,3,rcp85,DJF,1,2585.85766602,2044
GD4,1,3,rcp85,DJF,1,2790.7277832,2045
GD4,1,3,rcp85,DJF,1,330.190673828,2053
GD4,1,3,rcp85,DJF,1,3155.2590332,2055
GD4,1,3,rcp85,DJF,1,767.787353516,2056
GD4,1,3,rcp85,DJF,1,3403.19067383,2057
GD4,1,3,rcp85,DJF,1,2680.96801758,2058
GD4,1,3,rcp85,DJF,1,2480.27856445,2059
GD4,1,3,rcp85,DJF,1,2388.83422852,2060
GD4,1,3,rcp85,DJF,1,6295.19750977,2061
GD4,1,3,rcp85,DJF,1,2011.43579102,2062
GD4,1,3,rcp85,DJF,1,3041.73364258,2063
GD4,1,3,rcp85,DJF,1,4033.26196289,2064
GD4,1,3,rcp85,DJF,1,1474.84008789,2065
GD4,1,3,rcp85,DJF,1,5066.41625977,2069
GD4,1,3,rcp85,DJF,1,4223.82543945,2070
GD4,1,3,rcp85,DJF,1,1619.23364258,2071
GD4,1,3,rcp85,DJF,1,6790.62915039,2072
GD4,1,3,rcp85,DJF,1,3902.13989258,2073
GD4,1,3,rcp85,DJF,1,5044.50610352,2074
GD4,1,3,rcp85,DJF,1,3177.83813477,2075
GD4,1,3,rcp85,DJF,1,1942.10083008,2076
GD4,1,3,rcp85,DJF,1,3865.12817383,2077
GD4,1,3,rcp85,DJF,1,6911.06665039,2078
GD4,1,3,rcp85,DJF,1,280.113525391,2079
GD4,1,3,rcp85,DJF,1,6996.27368164,2080
GD4,1,3,rcp85,DJF,1,3077.99731445,2081
GD4,1,3,rcp85,DJF,1,2524.27856445,2082
GD4,1,3,rcp85,DJF,1,6526.19165039,2083
GD4,1,3,rcp85,DJF,1,1436.66821289,2084
GD4,1,3,rcp85,DJF,1,5653.79516602,2085
GD4,1,3,rcp85,DJF,1,9775.92797852,2086
GD4,1,3,rcp85,DJF,1,5109.7590332,2087
GD4,1,3,rcp85,DJF,1,6044.43188477,2088
GD4,1,3,rcp85,DJF,1,8053.08813477,2089
GD4,1,3,rcp85,DJF,1,2295.35864258,2090
GD4,1,3,rcp85,DJF,1,4357.39672852,2091
GD4,1,3,rcp85,DJF,1,3151.84106445,2092
GD4,1,3,rcp85,DJF,1,7138.77563477,2093
GD4,1,3,rcp85,DJF,1,6508.25610352,2094
GD4,1,3,rcp85,DJF,1,2465.06176758,2095
GD4,1,3,rcp85,DJF,1,4852.46313477,2096
GD4,1,3,rcp85,DJF,1,4704.19360352,2097
GD4,1,3,rcp85,DJF,1,4659.26391602,2098
GD4,1,3,rcp85,DJF,1,6983.11938477,2099
GD4,1,3,rcp85,DJF,1,5926.83813477,2100
GD4,1,3,rcp85,DJF,2,1209.08251953,2015
GD4,1,3,rcp85,DJF,2,1304.50830078,2034
GD4,1,3,rcp85,DJF,2,2036.53369141,2042
GD4,1,3,rcp85,DJF,2,364.761230469,2044
GD4,1,3,rcp85,DJF,2,569.631347656,2045
GD4,1,3,rcp85,DJF,2,934.162597656,2055
GD4,1,3,rcp85,DJF,2,1182.09423828,2057
GD4,1,3,rcp85,DJF,2,459.871582031,2058
GD4,1,3,rcp85,DJF,2,259.182128906,2059
GD4,1,3,rcp85,DJF,2,167.737792969,2060
GD4,1,3,rcp85,DJF,2,4074.10107422,2061
GD4,1,3,rcp85,DJF,2,820.637207031,2063
GD4,1,3,rcp85,DJF,2,1812.16552734,2064
GD4,1,3,rcp85,DJF,2,2845.31982422,2069
GD4,1,3,rcp85,DJF,2,2002.72900391,2070
GD4,1,3,rcp85,DJF,2,4569.53271484,2072
GD4,1,3,rcp85,DJF,2,1681.04345703,2073
GD4,1,3,rcp85,DJF,2,2823.40966797,2074
GD4,1,3,rcp85,DJF,2,956.741699219,2075
GD4,1,3,rcp85,DJF,2,1644.03173828,2077
GD4,1,3,rcp85,DJF,2,4689.97021484,2078
GD4,1,3,rcp85,DJF,2,4775.17724609,2080
GD4,1,3,rcp85,DJF,2,856.900878906,2081
GD4,1,3,rcp85,DJF,2,303.182128906,2082
GD4,1,3,rcp85,DJF,2,4305.09521484,2083
GD4,1,3,rcp85,DJF,2,3432.69873047,2085
GD4,1,3,rcp85,DJF,2,7554.83154297,2086
GD4,1,3,rcp85,DJF,2,2888.66259766,2087
GD4,1,3,rcp85,DJF,2,3823.33544922,2088
GD4,1,3,rcp85,DJF,2,5831.99169922,2089
GD4,1,3,rcp85,DJF,2,74.2622070312,2090
GD4,1,3,rcp85,DJF,2,2136.30029297,2091
GD4,1,3,rcp85,DJF,2,930.744628906,2092
GD4,1,3,rcp85,DJF,2,4917.67919922,2093
GD4,1,3,rcp85,DJF,2,4287.15966797,2094
GD4,1,3,rcp85,DJF,2,243.965332031,2095
GD4,1,3,rcp85,DJF,2,2631.36669922,2096
GD4,1,3,rcp85,DJF,2,2483.09716797,2097
GD4,1,3,rcp85,DJF,2,2438.16748047,2098
GD4,1,3,rcp85,DJF,2,4762.02294922,2099
GD4,1,3,rcp85,DJF,2,3705.74169922,2100
GD4,OBS Safran,1,rcp85,DJF,1,53.9519042969,1974
GD4,OBS Safran,1,rcp85,DJF,1,2362.05541992,1975
GD4,OBS Safran,1,rcp85,DJF,1,760.804443359,1988
GD4,OBS Safran,1,rcp85,DJF,1,416.827880859,1989
GD4,OBS Safran,1,rcp85,DJF,1,1407.24487305,1990
GD4,OBS Safran,1,rcp85,DJF,1,2589.74780273,1995
GD4,OBS Safran,1,rcp85,DJF,1,718.762451172,1998
GD4,OBS Safran,1,rcp85,DJF,1,62.6384277344,2000
GD4,OBS Safran,1,rcp85,DJF,1,601.951904297,2001
GD4,OBS Safran,1,rcp85,DJF,1,4180.09448242,2007
GD4,OBS Safran,1,rcp85,DJF,1,389.602294922,2012
GD4,OBS Safran,1,rcp85,DJF,2,1441.97119141,2007
GD4,1,1,rcp85,DJF,1,899.656005859,1974
GD4,1,1,rcp85,DJF,1,2539.26049805,1981
GD4,1,1,rcp85,DJF,1,2285.05834961,1987
GD4,1,1,rcp85,DJF,1,132.425537109,1992
GD4,1,1,rcp85,DJF,1,206.581787109,1998
GD4,1,1,rcp85,DJF,1,159.619873047,2000
GD4,1,1,rcp85,DJF,1,1905.14428711,2012
GD4,1,1,rcp85,DJF,1,5303.92358398,2015
GD4,1,1,rcp85,DJF,1,710.872802734,2017
GD4,1,1,rcp85,DJF,1,1377.99487305,2019
GD4,1,1,rcp85,DJF,1,1765.34350586,2026
GD4,1,1,rcp85,DJF,1,2223.17358398,2027
GD4,1,1,rcp85,DJF,1,1444.7878418,2029
GD4,1,1,rcp85,DJF,1,4219.34350586,2034
GD4,1,1,rcp85,DJF,1,2960.50561523,2040
GD4,1,1,rcp85,DJF,1,1605.59936523,2042
GD4,1,1,rcp85,DJF,1,446.171630859,2043
GD4,1,1,rcp85,DJF,1,2654.21948242,2044
GD4,1,1,rcp85,DJF,1,1531.68432617,2045
GD4,1,1,rcp85,DJF,1,235.744873047,2054
GD4,1,1,rcp85,DJF,1,3521.79370117,2055
GD4,1,1,rcp85,DJF,1,1921.89038086,2056
GD4,1,1,rcp85,DJF,1,4392.12866211,2057
GD4,1,1,rcp85,DJF,1,1314.27905273,2058
GD4,1,1,rcp85,DJF,1,1649.80151367,2059
GD4,1,1,rcp85,DJF,1,2873.45385742,2060
GD4,1,1,rcp85,DJF,1,6563.79272461,2061
GD4,1,1,rcp85,DJF,1,2595.43823242,2062
GD4,1,1,rcp85,DJF,1,3135.97241211,2063
GD4,1,1,rcp85,DJF,1,4272.80639648,2064
GD4,1,1,rcp85,DJF,1,7779.49389648,2069
GD4,1,1,rcp85,DJF,1,6173.32006836,2070
GD4,1,1,rcp85,DJF,1,1369.37280273,2071
GD4,1,1,rcp85,DJF,1,9317.64819336,2072
GD4,1,1,rcp85,DJF,1,5290.60327148,2073
GD4,1,1,rcp85,DJF,1,6081.39624023,2074
GD4,1,1,rcp85,DJF,1,4949.73217773,2075
GD4,1,1,rcp85,DJF,1,3321.90112305,2076
GD4,1,1,rcp85,DJF,1,5079.59545898,2077
GD4,1,1,rcp85,DJF,1,7999.69506836,2078
GD4,1,1,rcp85,DJF,1,250.681396484,2079
GD4,1,1,rcp85,DJF,1,6207.80053711,2080
GD4,1,1,rcp85,DJF,1,545.141357422,2081
GD4,1,1,rcp85,DJF,1,4116.27026367,2082
GD4,1,1,rcp85,DJF,1,6306.59350586,2083
GD4,1,1,rcp85,DJF,1,2442.05249023,2084
GD4,1,1,rcp85,DJF,1,8361.25366211,2085
GD4,1,1,rcp85,DJF,1,9860.81616211,2086
GD4,1,1,rcp85,DJF,1,4941.57592773,2087
GD4,1,1,rcp85,DJF,1,3517.07299805,2088
GD4,1,1,rcp85,DJF,1,5931.77514648,2089
GD4,1,1,rcp85,DJF,1,456.475341797,2090
GD4,1,1,rcp85,DJF,1,6262.49780273,2091
GD4,1,1,rcp85,DJF,1,4161.71069336,2092
GD4,1,1,rcp85,DJF,1,8616.46850586,2093
GD4,1,1,rcp85,DJF,1,7686.19702148,2094
GD4,1,1,rcp85,DJF,1,3913.05932617,2095
GD4,1,1,rcp85,DJF,1,4645.69116211,2096
GD4,1,1,rcp85,DJF,1,5589.46069336,2097
GD4,1,1,rcp85,DJF,1,7487.50756836,2098
GD4,1,1,rcp85,DJF,1,7012.03881836,2099
GD4,1,1,rcp85,DJF,1,6894.32592773,2100
GD4,1,1,rcp85,DJF,2,2565.80029297,2015
GD4,1,1,rcp85,DJF,2,1481.22021484,2034
GD4,1,1,rcp85,DJF,2,222.382324219,2040
GD4,1,1,rcp85,DJF,2,783.670410156,2055
GD4,1,1,rcp85,DJF,2,1654.00537109,2057
GD4,1,1,rcp85,DJF,2,135.330566406,2060
GD4,1,1,rcp85,DJF,2,3825.66943359,2061
GD4,1,1,rcp85,DJF,2,397.849121094,2063
GD4,1,1,rcp85,DJF,2,1534.68310547,2064
GD4,1,1,rcp85,DJF,2,5041.37060547,2069
GD4,1,1,rcp85,DJF,2,3435.19677734,2070
GD4,1,1,rcp85,DJF,2,6579.52490234,2072
GD4,1,1,rcp85,DJF,2,2552.47998047,2073
GD4,1,1,rcp85,DJF,2,3343.27294922,2074
GD4,1,1,rcp85,DJF,2,2211.60888672,2075
GD4,1,1,rcp85,DJF,2,583.777832031,2076
GD4,1,1,rcp85,DJF,2,2341.47216797,2077
GD4,1,1,rcp85,DJF,2,5261.57177734,2078
GD4,1,1,rcp85,DJF,2,3469.67724609,2080
GD4,1,1,rcp85,DJF,2,1378.14697266,2082
GD4,1,1,rcp85,DJF,2,3568.47021484,2083
GD4,1,1,rcp85,DJF,2,5623.13037109,2085
GD4,1,1,rcp85,DJF,2,7122.69287109,2086
GD4,1,1,rcp85,DJF,2,2203.45263672,2087
GD4,1,1,rcp85,DJF,2,778.949707031,2088
GD4,1,1,rcp85,DJF,2,3193.65185547,2089
GD4,1,1,rcp85,DJF,2,3524.37451172,2091
GD4,1,1,rcp85,DJF,2,1423.58740234,2092
GD4,1,1,rcp85,DJF,2,5878.34521484,2093
GD4,1,1,rcp85,DJF,2,4948.07373047,2094
GD4,1,1,rcp85,DJF,2,1174.93603516,2095
GD4,1,1,rcp85,DJF,2,1907.56787109,2096
GD4,1,1,rcp85,DJF,2,2851.33740234,2097
GD4,1,1,rcp85,DJF,2,4749.38427734,2098
GD4,1,1,rcp85,DJF,2,4273.91552734,2099
GD4,1,1,rcp85,DJF,2,4156.20263672,2100
GD4,OBS Safran,11,rcp85,DJF,1,1033.44921875,1975
GD4,OBS Safran,11,rcp85,DJF,1,859.630859375,1982
GD4,OBS Safran,11,rcp85,DJF,1,1190.0390625,1988
GD4,OBS Safran,11,rcp85,DJF,1,2884.96679688,1990
GD4,OBS Safran,11,rcp85,DJF,1,145.490234375,1998
GD4,OBS Safran,11,rcp85,DJF,1,411.4453125,2001
GD4,OBS Safran,11,rcp85,DJF,2,271.892578125,1990
GD4,1,11,rcp85,DJF,1,176.36328125,1974
GD4,1,11,rcp85,DJF,1,585.638671875,1981
GD4,1,11,rcp85,DJF,1,7.322265625,1996
GD4,1,11,rcp85,DJF,1,678.939453125,2011
GD4,1,11,rcp85,DJF,1,362.603515625,2012
GD4,1,11,rcp85,DJF,1,2489.13476562,2015
GD4,1,11,rcp85,DJF,1,1094.56640625,2026
GD4,1,11,rcp85,DJF,1,1196.42382812,2027
GD4,1,11,rcp85,DJF,1,3407.125,2028
GD4,1,11,rcp85,DJF,1,21.45703125,2029
GD4,1,11,rcp85,DJF,1,261.599609375,2030
GD4,1,11,rcp85,DJF,1,3455.109375,2034
GD4,1,11,rcp85,DJF,1,1268.64648438,2040
GD4,1,11,rcp85,DJF,1,3168.22070312,2042
GD4,1,11,rcp85,DJF,1,891.734375,2043
GD4,1,11,rcp85,DJF,1,2879.06445312,2044
GD4,1,11,rcp85,DJF,1,1108.16015625,2045
GD4,1,11,rcp85,DJF,1,449.986328125,2051
GD4,1,11,rcp85,DJF,1,1021.234375,2054
GD4,1,11,rcp85,DJF,1,2836.91210938,2055
GD4,1,11,rcp85,DJF,1,1395.93359375,2056
GD4,1,11,rcp85,DJF,1,3686.53710938,2057
GD4,1,11,rcp85,DJF,1,1929.08007812,2058
GD4,1,11,rcp85,DJF,1,2396.88671875,2059
GD4,1,11,rcp85,DJF,1,1525.765625,2060
GD4,1,11,rcp85,DJF,1,3461.609375,2061
GD4,1,11,rcp85,DJF,1,2566.56054688,2062
GD4,1,11,rcp85,DJF,1,3098.18164062,2063
GD4,1,11,rcp85,DJF,1,3936.50195312,2064
GD4,1,11,rcp85,DJF,1,1815.12304688,2065
GD4,1,11,rcp85,DJF,1,3462.1328125,2069
GD4,1,11,rcp85,DJF,1,3432.73242188,2070
