Index,Model,Region,Scenario,Season,Sigma,Value,Year
GD4,1,2,rcp85,JJA,2,209.025238037,2085
GD4,1,2,rcp85,JJA,2,118.521331787,2086
GD4,1,2,rcp85,JJA,2,93.8240661621,2087
GD4,1,2,rcp85,JJA,2,181.152191162,2088
GD4,1,2,rcp85,JJA,2,42.5467224121,2089
GD4,1,2,rcp85,JJA,2,176.667816162,2090
GD4,1,2,rcp85,JJA,2,119.132659912,2091
GD4,1,2,rcp85,JJA,2,411.757659912,2092
GD4,1,2,rcp85,JJA,2,178.382659912,2093
GD4,1,2,rcp85,JJA,2,119.167816162,2094
GD4,1,2,rcp85,JJA,2,119.550628662,2095
GD4,1,2,rcp85,JJA,2,236.365081787,2096
GD4,1,2,rcp85,JJA,2,199.995941162,2097
GD4,1,2,rcp85,JJA,2,270.230316162,2098
GD4,1,2,rcp85,JJA,2,29.1404724121,2099
GD4,1,2,rcp85,JJA,2,199.296722412,2100
GD4,OBS Safran,6,rcp85,JJA,1,102.244995117,1976
GD4,OBS Safran,6,rcp85,JJA,1,18.6375732422,1983
GD4,OBS Safran,6,rcp85,JJA,1,210.286010742,2003
GD4,OBS Safran,6,rcp85,JJA,1,41.4637451172,2006
GD4,OBS Safran,6,rcp85,JJA,2,101.456787109,2003
GD4,1,6,rcp85,JJA,1,20.9969482422,1987
GD4,1,6,rcp85,JJA,1,60.9305419922,1991
GD4,1,6,rcp85,JJA,1,0.625854492188,1995
GD4,1,6,rcp85,JJA,1,6.69226074219,1999
GD4,1,6,rcp85,JJA,1,42.8231201172,2004
GD4,1,6,rcp85,JJA,1,34.9012451172,2005
GD4,1,6,rcp85,JJA,1,81.0867919922,2009
GD4,1,6,rcp85,JJA,1,70.3817138672,2012
GD4,1,6,rcp85,JJA,1,16.3133544922,2015
GD4,1,6,rcp85,JJA,1,3.17077636719,2016
GD4,1,6,rcp85,JJA,1,17.7742919922,2029
GD4,1,6,rcp85,JJA,1,97.0555419922,2031
GD4,1,6,rcp85,JJA,1,32.6492919922,2034
GD4,1,6,rcp85,JJA,1,78.1278076172,2036
GD4,1,6,rcp85,JJA,1,53.3328857422,2039
GD4,1,6,rcp85,JJA,1,336.825073242,2040
GD4,1,6,rcp85,JJA,1,99.3133544922,2043
GD4,1,6,rcp85,JJA,1,163.348510742,2049
GD4,1,6,rcp85,JJA,1,372.248901367,2053
GD4,1,6,rcp85,JJA,1,182.106323242,2054
GD4,1,6,rcp85,JJA,1,198.897338867,2055
GD4,1,6,rcp85,JJA,1,20.1531982422,2056
GD4,1,6,rcp85,JJA,1,26.0633544922,2057
GD4,1,6,rcp85,JJA,1,50.3172607422,2058
GD4,1,6,rcp85,JJA,1,52.5965576172,2059
GD4,1,6,rcp85,JJA,1,244.112182617,2060
GD4,1,6,rcp85,JJA,1,189.649291992,2061
GD4,1,6,rcp85,JJA,1,155.327026367,2063
GD4,1,6,rcp85,JJA,1,170.983276367,2064
GD4,1,6,rcp85,JJA,1,53.8719482422,2067
GD4,1,6,rcp85,JJA,1,47.0379638672,2068
GD4,1,6,rcp85,JJA,1,197.202026367,2069
GD4,1,6,rcp85,JJA,1,152.496948242,2070
GD4,1,6,rcp85,JJA,1,154.223510742,2071
GD4,1,6,rcp85,JJA,1,173.727416992,2072
GD4,1,6,rcp85,JJA,1,129.465698242,2073
GD4,1,6,rcp85,JJA,1,196.139526367,2075
GD4,1,6,rcp85,JJA,1,183.373901367,2076
GD4,1,6,rcp85,JJA,1,181.598510742,2077
GD4,1,6,rcp85,JJA,1,19.4949951172,2078
GD4,1,6,rcp85,JJA,1,5.76062011719,2079
GD4,1,6,rcp85,JJA,1,127.524291992,2080
GD4,1,6,rcp85,JJA,1,87.2196044922,2081
GD4,1,6,rcp85,JJA,1,422.469604492,2082
GD4,1,6,rcp85,JJA,1,178.539916992,2083
GD4,1,6,rcp85,JJA,1,257.229370117,2084
GD4,1,6,rcp85,JJA,1,259.803588867,2085
GD4,1,6,rcp85,JJA,1,175.080932617,2086
GD4,1,6,rcp85,JJA,1,132.311401367,2087
GD4,1,6,rcp85,JJA,1,236.623901367,2088
GD4,1,6,rcp85,JJA,1,70.8758544922,2089
GD4,1,6,rcp85,JJA,1,236.807495117,2090
GD4,1,6,rcp85,JJA,1,116.836791992,2091
GD4,1,6,rcp85,JJA,1,515.957885742,2092
GD4,1,6,rcp85,JJA,1,218.006713867,2093
GD4,1,6,rcp85,JJA,1,164.149291992,2094
GD4,1,6,rcp85,JJA,1,177.536010742,2095
GD4,1,6,rcp85,JJA,1,254.305541992,2096
GD4,1,6,rcp85,JJA,1,235.194213867,2097
GD4,1,6,rcp85,JJA,1,255.598510742,2098
GD4,1,6,rcp85,JJA,1,77.9696044922,2099
GD4,1,6,rcp85,JJA,1,208.379760742,2100
GD4,1,6,rcp85,JJA,2,227.995849609,2040
GD4,1,6,rcp85,JJA,2,54.5192871094,2049
GD4,1,6,rcp85,JJA,2,263.419677734,2053
GD4,1,6,rcp85,JJA,2,73.2770996094,2054
GD4,1,6,rcp85,JJA,2,90.0681152344,2055
GD4,1,6,rcp85,JJA,2,135.282958984,2060
GD4,1,6,rcp85,JJA,2,80.8200683594,2061
GD4,1,6,rcp85,JJA,2,46.4978027344,2063
GD4,1,6,rcp85,JJA,2,62.1540527344,2064
GD4,1,6,rcp85,JJA,2,88.3728027344,2069
GD4,1,6,rcp85,JJA,2,43.6677246094,2070
GD4,1,6,rcp85,JJA,2,45.3942871094,2071
GD4,1,6,rcp85,JJA,2,64.8981933594,2072
GD4,1,6,rcp85,JJA,2,20.6364746094,2073
GD4,1,6,rcp85,JJA,2,87.3103027344,2075
GD4,1,6,rcp85,JJA,2,74.5446777344,2076
GD4,1,6,rcp85,JJA,2,72.7692871094,2077
GD4,1,6,rcp85,JJA,2,18.6950683594,2080
GD4,1,6,rcp85,JJA,2,313.640380859,2082
GD4,1,6,rcp85,JJA,2,69.7106933594,2083
GD4,1,6,rcp85,JJA,2,148.400146484,2084
GD4,1,6,rcp85,JJA,2,150.974365234,2085
GD4,1,6,rcp85,JJA,2,66.2517089844,2086
GD4,1,6,rcp85,JJA,2,23.4821777344,2087
GD4,1,6,rcp85,JJA,2,127.794677734,2088
GD4,1,6,rcp85,JJA,2,127.978271484,2090
GD4,1,6,rcp85,JJA,2,8.00756835938,2091
GD4,1,6,rcp85,JJA,2,407.128662109,2092
GD4,1,6,rcp85,JJA,2,109.177490234,2093
GD4,1,6,rcp85,JJA,2,55.3200683594,2094
GD4,1,6,rcp85,JJA,2,68.7067871094,2095
GD4,1,6,rcp85,JJA,2,145.476318359,2096
GD4,1,6,rcp85,JJA,2,126.364990234,2097
GD4,1,6,rcp85,JJA,2,146.769287109,2098
GD4,1,6,rcp85,JJA,2,99.5505371094,2100
GD4,OBS Safran,5,rcp85,JJA,1,99.4256362915,1976
GD4,OBS Safran,5,rcp85,JJA,1,57.7635269165,1983
GD4,OBS Safran,5,rcp85,JJA,1,10.2361831665,1989
GD4,OBS Safran,5,rcp85,JJA,1,18.4783706665,1995
GD4,OBS Safran,5,rcp85,JJA,1,107.243995667,2003
GD4,OBS Safran,5,rcp85,JJA,1,38.4041519165,2006
GD4,OBS Safran,5,rcp85,JJA,2,10.935256958,1976
GD4,OBS Safran,5,rcp85,JJA,2,18.753616333,2003
GD4,1,5,rcp85,JJA,1,21.1170425415,1975
GD4,1,5,rcp85,JJA,1,83.9549331665,1987
GD4,1,5,rcp85,JJA,1,52.9939956665,1991
GD4,1,5,rcp85,JJA,1,47.9393081665,2004
GD4,1,5,rcp85,JJA,1,89.7127456665,2005
GD4,1,5,rcp85,JJA,1,58.8963394165,2012
GD4,1,5,rcp85,JJA,1,17.7068862915,2015
GD4,1,5,rcp85,JJA,1,18.9432144165,2016
GD4,1,5,rcp85,JJA,1,19.1541519165,2019
GD4,1,5,rcp85,JJA,1,12.8240737915,2021
GD4,1,5,rcp85,JJA,1,14.0936050415,2030
GD4,1,5,rcp85,JJA,1,11.1697769165,2031
GD4,1,5,rcp85,JJA,1,52.7264175415,2036
GD4,1,5,rcp85,JJA,1,15.7693862915,2038
GD4,1,5,rcp85,JJA,1,15.2869644165,2039
GD4,1,5,rcp85,JJA,1,231.812355042,2040
GD4,1,5,rcp85,JJA,1,91.0799331665,2043
GD4,1,5,rcp85,JJA,1,22.4002456665,2047
GD4,1,5,rcp85,JJA,1,178.654151917,2049
GD4,1,5,rcp85,JJA,1,19.9666519165,2050
GD4,1,5,rcp85,JJA,1,263.177589417,2053
GD4,1,5,rcp85,JJA,1,118.476417542,2054
GD4,1,5,rcp85,JJA,1,178.349464417,2055
GD4,1,5,rcp85,JJA,1,0.413917541504,2056
GD4,1,5,rcp85,JJA,1,128.161964417,2058
GD4,1,5,rcp85,JJA,1,66.4686050415,2059
GD4,1,5,rcp85,JJA,1,220.160011292,2060
GD4,1,5,rcp85,JJA,1,250.138526917,2061
GD4,1,5,rcp85,JJA,1,2.5057144165,2062
GD4,1,5,rcp85,JJA,1,158.740089417,2063
GD4,1,5,rcp85,JJA,1,257.759620667,2064
GD4,1,5,rcp85,JJA,1,6.0818862915,2065
GD4,1,5,rcp85,JJA,1,16.2869644165,2066
GD4,1,5,rcp85,JJA,1,118.993995667,2067
GD4,1,5,rcp85,JJA,1,53.7010269165,2068
GD4,1,5,rcp85,JJA,1,192.468605042,2069
GD4,1,5,rcp85,JJA,1,216.605323792,2070
GD4,1,5,rcp85,JJA,1,171.255714417,2071
GD4,1,5,rcp85,JJA,1,166.722511292,2072
GD4,1,5,rcp85,JJA,1,176.294776917,2073
GD4,1,5,rcp85,JJA,1,165.259620667,2075
GD4,1,5,rcp85,JJA,1,155.874855042,2076
GD4,1,5,rcp85,JJA,1,198.628761292,2077
GD4,1,5,rcp85,JJA,1,11.3396987915,2078
GD4,1,5,rcp85,JJA,1,147.581886292,2080
GD4,1,5,rcp85,JJA,1,122.536964417,2081
GD4,1,5,rcp85,JJA,1,356.927589417,2082
GD4,1,5,rcp85,JJA,1,203.990089417,2083
GD4,1,5,rcp85,JJA,1,196.214698792,2084
GD4,1,5,rcp85,JJA,1,290.607276917,2085
GD4,1,5,rcp85,JJA,1,177.204933167,2086
GD4,1,5,rcp85,JJA,1,117.562355042,2087
GD4,1,5,rcp85,JJA,1,273.036964417,2088
GD4,1,5,rcp85,JJA,1,95.6854019165,2089
GD4,1,5,rcp85,JJA,1,242.064308167,2090
GD4,1,5,rcp85,JJA,1,177.564308167,2091
GD4,1,5,rcp85,JJA,1,473.667823792,2092
GD4,1,5,rcp85,JJA,1,213.868995667,2093
GD4,1,5,rcp85,JJA,1,196.927589417,2094
GD4,1,5,rcp85,JJA,1,112.163917542,2095
GD4,1,5,rcp85,JJA,1,182.300636292,2096
GD4,1,5,rcp85,JJA,1,196.265480042,2097
GD4,1,5,rcp85,JJA,1,205.775245667,2098
GD4,1,5,rcp85,JJA,1,45.3221206665,2099
GD4,1,5,rcp85,JJA,1,159.484230042,2100
GD4,1,5,rcp85,JJA,2,1.22236633301,2005
GD4,1,5,rcp85,JJA,2,143.321975708,2040
GD4,1,5,rcp85,JJA,2,2.58955383301,2043
GD4,1,5,rcp85,JJA,2,90.163772583,2049
GD4,1,5,rcp85,JJA,2,174.687210083,2053
GD4,1,5,rcp85,JJA,2,29.986038208,2054
GD4,1,5,rcp85,JJA,2,89.859085083,2055
GD4,1,5,rcp85,JJA,2,39.671585083,2058
GD4,1,5,rcp85,JJA,2,131.669631958,2060
GD4,1,5,rcp85,JJA,2,161.648147583,2061
GD4,1,5,rcp85,JJA,2,70.249710083,2063
GD4,1,5,rcp85,JJA,2,169.269241333,2064
GD4,1,5,rcp85,JJA,2,30.503616333,2067
GD4,1,5,rcp85,JJA,2,103.978225708,2069
GD4,1,5,rcp85,JJA,2,128.114944458,2070
GD4,1,5,rcp85,JJA,2,82.765335083,2071
GD4,1,5,rcp85,JJA,2,78.232131958,2072
GD4,1,5,rcp85,JJA,2,87.804397583,2073
GD4,1,5,rcp85,JJA,2,76.769241333,2075
GD4,1,5,rcp85,JJA,2,67.384475708,2076
GD4,1,5,rcp85,JJA,2,110.138381958,2077
GD4,1,5,rcp85,JJA,2,59.091506958,2080
GD4,1,5,rcp85,JJA,2,34.046585083,2081
GD4,1,5,rcp85,JJA,2,268.437210083,2082
GD4,1,5,rcp85,JJA,2,115.499710083,2083
GD4,1,5,rcp85,JJA,2,107.724319458,2084
GD4,1,5,rcp85,JJA,2,202.116897583,2085
GD4,1,5,rcp85,JJA,2,88.714553833,2086
GD4,1,5,rcp85,JJA,2,29.071975708,2087
GD4,1,5,rcp85,JJA,2,184.546585083,2088
GD4,1,5,rcp85,JJA,2,7.19502258301,2089
GD4,1,5,rcp85,JJA,2,153.573928833,2090
GD4,1,5,rcp85,JJA,2,89.073928833,2091
GD4,1,5,rcp85,JJA,2,385.177444458,2092
GD4,1,5,rcp85,JJA,2,125.378616333,2093
GD4,1,5,rcp85,JJA,2,108.437210083,2094
GD4,1,5,rcp85,JJA,2,23.673538208,2095
GD4,1,5,rcp85,JJA,2,93.810256958,2096
GD4,1,5,rcp85,JJA,2,107.775100708,2097
GD4,1,5,rcp85,JJA,2,117.284866333,2098
GD4,1,5,rcp85,JJA,2,70.993850708,2100
GD4,OBS Safran,16,rcp85,JJA,1,53.9492950439,1982
GD4,OBS Safran,16,rcp85,JJA,1,6.92195129395,1983
GD4,OBS Safran,16,rcp85,JJA,1,7.80867004395,1994
GD4,OBS Safran,16,rcp85,JJA,1,372.357498169,2003
GD4,OBS Safran,16,rcp85,JJA,1,29.0547637939,2005
GD4,OBS Safran,16,rcp85,JJA,1,54.3516387939,2009
GD4,OBS Safran,16,rcp85,JJA,1,114.125076294,2012
GD4,OBS Safran,16,rcp85,JJA,2,163.476715088,2003
GD4,1,16,rcp85,JJA,1,103.482498169,1973
GD4,1,16,rcp85,JJA,1,3.82820129395,1974
GD4,1,16,rcp85,JJA,1,65.9063262939,1979
GD4,1,16,rcp85,JJA,1,47.0039825439,1986
GD4,1,16,rcp85,JJA,1,33.2520294189,1987
GD4,1,16,rcp85,JJA,1,99.5176544189,1991
GD4,1,16,rcp85,JJA,1,115.324295044,1995
GD4,1,16,rcp85,JJA,1,34.9649200439,2000
GD4,1,16,rcp85,JJA,1,74.8926544189,2005
GD4,1,16,rcp85,JJA,1,16.6641387939,2006
GD4,1,16,rcp85,JJA,1,241.140701294,2008
GD4,1,16,rcp85,JJA,1,205.195388794,2009
GD4,1,16,rcp85,JJA,1,184.572341919,2012
GD4,1,16,rcp85,JJA,1,230.919998169,2015
GD4,1,16,rcp85,JJA,1,78.3067169189,2016
GD4,1,16,rcp85,JJA,1,21.1270294189,2019
GD4,1,16,rcp85,JJA,1,151.375076294,2020
GD4,1,16,rcp85,JJA,1,91.5821075439,2021
GD4,1,16,rcp85,JJA,1,19.6699981689,2024
GD4,1,16,rcp85,JJA,1,151.043045044,2027
GD4,1,16,rcp85,JJA,1,60.3282012939,2029
GD4,1,16,rcp85,JJA,1,63.2481231689,2030
GD4,1,16,rcp85,JJA,1,231.072341919,2031
GD4,1,16,rcp85,JJA,1,67.4375762939,2032
GD4,1,16,rcp85,JJA,1,297.753982544,2034
GD4,1,16,rcp85,JJA,1,371.252029419,2036
GD4,1,16,rcp85,JJA,1,74.2930450439,2038
GD4,1,16,rcp85,JJA,1,459.752029419,2040
GD4,1,16,rcp85,JJA,1,172.880935669,2042
GD4,1,16,rcp85,JJA,1,153.437576294,2043
GD4,1,16,rcp85,JJA,1,310.255935669,2044
GD4,1,16,rcp85,JJA,1,20.6739044189,2045
GD4,1,16,rcp85,JJA,1,122.712966919,2046
GD4,1,16,rcp85,JJA,1,8.60945129395,2047
GD4,1,16,rcp85,JJA,1,335.388748169,2049
GD4,1,16,rcp85,JJA,1,136.685623169,2050
GD4,1,16,rcp85,JJA,1,93.4844512939,2051
GD4,1,16,rcp85,JJA,1,27.3692169189,2052
GD4,1,16,rcp85,JJA,1,493.722732544,2053
GD4,1,16,rcp85,JJA,1,265.255935669,2054
GD4,1,16,rcp85,JJA,1,284.429763794,2055
GD4,1,16,rcp85,JJA,1,330.896560669,2056
GD4,1,16,rcp85,JJA,1,231.791091919,2057
GD4,1,16,rcp85,JJA,1,288.226638794,2059
GD4,1,16,rcp85,JJA,1,293.929763794,2060
GD4,1,16,rcp85,JJA,1,367.218826294,2061
GD4,1,16,rcp85,JJA,1,92.4395294189,2062
GD4,1,16,rcp85,JJA,1,326.646560669,2063
GD4,1,16,rcp85,JJA,1,317.947341919,2064
GD4,1,16,rcp85,JJA,1,302.664138794,2065
GD4,1,16,rcp85,JJA,1,167.896560669,2066
GD4,1,16,rcp85,JJA,1,160.470779419,2067
GD4,1,16,rcp85,JJA,1,229.884841919,2068
GD4,1,16,rcp85,JJA,1,305.757888794,2069
GD4,1,16,rcp85,JJA,1,326.775466919,2070
GD4,1,16,rcp85,JJA,1,314.699295044,2071
GD4,1,16,rcp85,JJA,1,415.898513794,2072
GD4,1,16,rcp85,JJA,1,355.535232544,2073
GD4,1,16,rcp85,JJA,1,34.5371856689,2074
GD4,1,16,rcp85,JJA,1,333.216873169,2075
GD4,1,16,rcp85,JJA,1,433.269607544,2076
GD4,1,16,rcp85,JJA,1,372.437576294,2077
GD4,1,16,rcp85,JJA,1,300.759841919,2078
GD4,1,16,rcp85,JJA,1,430.814529419,2079
GD4,1,16,rcp85,JJA,1,372.179763794,2080
GD4,1,16,rcp85,JJA,1,304.373123169,2081
GD4,1,16,rcp85,JJA,1,517.980545044,2082
GD4,1,16,rcp85,JJA,1,415.986404419,2083
GD4,1,16,rcp85,JJA,1,547.419998169,2084
GD4,1,16,rcp85,JJA,1,490.755935669,2085
GD4,1,16,rcp85,JJA,1,445.849685669,2086
GD4,1,16,rcp85,JJA,1,506.994216919,2087
GD4,1,16,rcp85,JJA,1,510.777420044,2088
GD4,1,16,rcp85,JJA,1,496.533279419,2089
GD4,1,16,rcp85,JJA,1,566.941482544,2090
GD4,1,16,rcp85,JJA,1,506.966873169,2091
GD4,1,16,rcp85,JJA,1,641.867263794,2092
GD4,1,16,rcp85,JJA,1,545.095779419,2093
GD4,1,16,rcp85,JJA,1,450.011795044,2094
GD4,1,16,rcp85,JJA,1,589.324295044,2095
GD4,1,16,rcp85,JJA,1,601.293045044,2096
GD4,1,16,rcp85,JJA,1,586.877029419,2097
GD4,1,16,rcp85,JJA,1,683.242263794,2098
GD4,1,16,rcp85,JJA,1,446.017654419,2099
GD4,1,16,rcp85,JJA,1,635.984451294,2100
GD4,1,16,rcp85,JJA,2,32.2599182129,2008
GD4,1,16,rcp85,JJA,2,22.0392150879,2015
GD4,1,16,rcp85,JJA,2,22.1915588379,2031
GD4,1,16,rcp85,JJA,2,88.8731994629,2034
GD4,1,16,rcp85,JJA,2,162.371246338,2036
GD4,1,16,rcp85,JJA,2,250.871246338,2040
GD4,1,16,rcp85,JJA,2,101.375152588,2044
GD4,1,16,rcp85,JJA,2,126.507965088,2049
GD4,1,16,rcp85,JJA,2,284.841949463,2053
GD4,1,16,rcp85,JJA,2,56.3751525879,2054
GD4,1,16,rcp85,JJA,2,75.5489807129,2055
GD4,1,16,rcp85,JJA,2,122.015777588,2056
GD4,1,16,rcp85,JJA,2,22.9103088379,2057
GD4,1,16,rcp85,JJA,2,79.3458557129,2059
GD4,1,16,rcp85,JJA,2,85.0489807129,2060
GD4,1,16,rcp85,JJA,2,158.338043213,2061
GD4,1,16,rcp85,JJA,2,117.765777588,2063
GD4,1,16,rcp85,JJA,2,109.066558838,2064
GD4,1,16,rcp85,JJA,2,93.7833557129,2065
GD4,1,16,rcp85,JJA,2,21.0040588379,2068
GD4,1,16,rcp85,JJA,2,96.8771057129,2069
GD4,1,16,rcp85,JJA,2,117.894683838,2070
GD4,1,16,rcp85,JJA,2,105.818511963,2071
GD4,1,16,rcp85,JJA,2,207.017730713,2072
GD4,1,16,rcp85,JJA,2,146.654449463,2073
GD4,1,16,rcp85,JJA,2,124.336090088,2075
GD4,1,16,rcp85,JJA,2,224.388824463,2076
GD4,1,16,rcp85,JJA,2,163.556793213,2077
GD4,1,16,rcp85,JJA,2,91.8790588379,2078
GD4,1,16,rcp85,JJA,2,221.933746338,2079
GD4,1,16,rcp85,JJA,2,163.298980713,2080
GD4,1,16,rcp85,JJA,2,95.4923400879,2081
GD4,1,16,rcp85,JJA,2,309.099761963,2082
GD4,1,16,rcp85,JJA,2,207.105621338,2083
GD4,1,16,rcp85,JJA,2,338.539215088,2084
GD4,1,16,rcp85,JJA,2,281.875152588,2085
GD4,1,16,rcp85,JJA,2,236.968902588,2086
GD4,1,16,rcp85,JJA,2,298.113433838,2087
GD4,1,16,rcp85,JJA,2,301.896636963,2088
GD4,1,16,rcp85,JJA,2,287.652496338,2089
GD4,1,16,rcp85,JJA,2,358.060699463,2090
GD4,1,16,rcp85,JJA,2,298.086090088,2091
GD4,1,16,rcp85,JJA,2,432.986480713,2092
GD4,1,16,rcp85,JJA,2,336.214996338,2093
GD4,1,16,rcp85,JJA,2,241.131011963,2094
GD4,1,16,rcp85,JJA,2,380.443511963,2095
GD4,1,16,rcp85,JJA,2,392.412261963,2096
GD4,1,16,rcp85,JJA,2,377.996246338,2097
GD4,1,16,rcp85,JJA,2,474.361480713,2098
GD4,1,16,rcp85,JJA,2,237.136871338,2099
GD4,1,16,rcp85,JJA,2,427.103668213,2100
GD4,OBS Safran,7,rcp85,JJA,1,34.0706558228,1994
GD4,OBS Safran,7,rcp85,JJA,1,243.199562073,2003
GD4,OBS Safran,7,rcp85,JJA,1,26.1937026978,2009
GD4,OBS Safran,7,rcp85,JJA,1,97.8870620728,2012
GD4,OBS Safran,7,rcp85,JJA,2,133.580764771,2003
GD4,1,7,rcp85,JJA,1,20.9905776978,1979
GD4,1,7,rcp85,JJA,1,31.0784683228,1995
GD4,1,7,rcp85,JJA,1,11.8890151978,2000
GD4,1,7,rcp85,JJA,1,127.680030823,2008
GD4,1,7,rcp85,JJA,1,140.722999573,2009
GD4,1,7,rcp85,JJA,1,35.9183120728,2010
GD4,1,7,rcp85,JJA,1,38.8987808228,2012
GD4,1,7,rcp85,JJA,1,99.4085464478,2015
GD4,1,7,rcp85,JJA,1,102.328468323,2020
GD4,1,7,rcp85,JJA,1,83.7913589478,2021
GD4,1,7,rcp85,JJA,1,66.2562026978,2022
GD4,1,7,rcp85,JJA,1,11.0062026978,2027
GD4,1,7,rcp85,JJA,1,144.955421448,2031
GD4,1,7,rcp85,JJA,1,48.3948745728,2032
GD4,1,7,rcp85,JJA,1,159.363624573,2034
GD4,1,7,rcp85,JJA,1,190.256202698,2036
GD4,1,7,rcp85,JJA,1,61.7366714478,2038
GD4,1,7,rcp85,JJA,1,12.1937026978,2039
GD4,1,7,rcp85,JJA,1,222.869483948,2040
GD4,1,7,rcp85,JJA,1,0.0198745727539,2041
GD4,1,7,rcp85,JJA,1,75.2288589478,2042
GD4,1,7,rcp85,JJA,1,46.4202651978,2043
GD4,1,7,rcp85,JJA,1,197.363624573,2044
GD4,1,7,rcp85,JJA,1,1.56479644775,2045
GD4,1,7,rcp85,JJA,1,71.3870620728,2046
GD4,1,7,rcp85,JJA,1,193.115577698,2049
GD4,1,7,rcp85,JJA,1,73.9651870728,2050
GD4,1,7,rcp85,JJA,1,108.078468323,2051
GD4,1,7,rcp85,JJA,1,48.6487808228,2052
GD4,1,7,rcp85,JJA,1,284.045265198,2053
GD4,1,7,rcp85,JJA,1,180.146827698,2054
GD4,1,7,rcp85,JJA,1,159.555030823,2055
GD4,1,7,rcp85,JJA,1,212.594093323,2056
GD4,1,7,rcp85,JJA,1,163.713233948,2057
GD4,1,7,rcp85,JJA,1,210.873390198,2059
GD4,1,7,rcp85,JJA,1,147.461280823,2060
GD4,1,7,rcp85,JJA,1,175.240577698,2061
GD4,1,7,rcp85,JJA,1,158.820655823,2063
GD4,1,7,rcp85,JJA,1,127.137062073,2064
GD4,1,7,rcp85,JJA,1,169.787452698,2065
GD4,1,7,rcp85,JJA,1,71.8421401978,2066
GD4,1,7,rcp85,JJA,1,57.8167495728,2067
GD4,1,7,rcp85,JJA,1,102.760108948,2068
GD4,1,7,rcp85,JJA,1,211.012062073,2069
GD4,1,7,rcp85,JJA,1,208.357765198,2070
GD4,1,7,rcp85,JJA,1,241.601905823,2071
GD4,1,7,rcp85,JJA,1,246.832374573,2072
GD4,1,7,rcp85,JJA,1,177.330421448,2073
GD4,1,7,rcp85,JJA,1,19.0452651978,2074
GD4,1,7,rcp85,JJA,1,266.863624573,2075
GD4,1,7,rcp85,JJA,1,313.789405823,2076
GD4,1,7,rcp85,JJA,1,205.594093323,2077
GD4,1,7,rcp85,JJA,1,184.250343323,2078
GD4,1,7,rcp85,JJA,1,325.219093323,2079
GD4,1,7,rcp85,JJA,1,262.199562073,2080
GD4,1,7,rcp85,JJA,1,157.549171448,2081
GD4,1,7,rcp85,JJA,1,368.631202698,2082
GD4,1,7,rcp85,JJA,1,299.199562073,2083
GD4,1,7,rcp85,JJA,1,327.660499573,2084
GD4,1,7,rcp85,JJA,1,329.465187073,2085
GD4,1,7,rcp85,JJA,1,286.269874573,2086
GD4,1,7,rcp85,JJA,1,356.588233948,2087
GD4,1,7,rcp85,JJA,1,305.121437073,2088
GD4,1,7,rcp85,JJA,1,311.105812073,2089
GD4,1,7,rcp85,JJA,1,403.226905823,2090
GD4,1,7,rcp85,JJA,1,351.230812073,2091
GD4,1,7,rcp85,JJA,1,360.668312073,2092
GD4,1,7,rcp85,JJA,1,337.767921448,2093
GD4,1,7,rcp85,JJA,1,285.781593323,2094
GD4,1,7,rcp85,JJA,1,452.988624573,2095
GD4,1,7,rcp85,JJA,1,432.406593323,2096
GD4,1,7,rcp85,JJA,1,406.478858948,2097
GD4,1,7,rcp85,JJA,1,457.246437073,2098
GD4,1,7,rcp85,JJA,1,376.736671448,2099
GD4,1,7,rcp85,JJA,1,452.127296448,2100
GD4,1,7,rcp85,JJA,2,18.0612335205,2008
GD4,1,7,rcp85,JJA,2,31.1042022705,2009
GD4,1,7,rcp85,JJA,2,35.3366241455,2031
GD4,1,7,rcp85,JJA,2,49.7448272705,2034
GD4,1,7,rcp85,JJA,2,80.6374053955,2036
GD4,1,7,rcp85,JJA,2,113.250686646,2040
GD4,1,7,rcp85,JJA,2,87.7448272705,2044
GD4,1,7,rcp85,JJA,2,83.4967803955,2049
GD4,1,7,rcp85,JJA,2,174.426467896,2053
GD4,1,7,rcp85,JJA,2,70.5280303955,2054
GD4,1,7,rcp85,JJA,2,49.9362335205,2055
GD4,1,7,rcp85,JJA,2,102.975296021,2056
GD4,1,7,rcp85,JJA,2,54.0944366455,2057
GD4,1,7,rcp85,JJA,2,101.254592896,2059
GD4,1,7,rcp85,JJA,2,37.8424835205,2060
GD4,1,7,rcp85,JJA,2,65.6217803955,2061
GD4,1,7,rcp85,JJA,2,49.2018585205,2063
GD4,1,7,rcp85,JJA,2,17.5182647705,2064
GD4,1,7,rcp85,JJA,2,60.1686553955,2065
GD4,1,7,rcp85,JJA,2,101.393264771,2069
GD4,1,7,rcp85,JJA,2,98.7389678955,2070
GD4,1,7,rcp85,JJA,2,131.983108521,2071
GD4,1,7,rcp85,JJA,2,137.213577271,2072
GD4,1,7,rcp85,JJA,2,67.7116241455,2073
GD4,1,7,rcp85,JJA,2,157.244827271,2075
GD4,1,7,rcp85,JJA,2,204.170608521,2076
GD4,1,7,rcp85,JJA,2,95.9752960205,2077
GD4,1,7,rcp85,JJA,2,74.6315460205,2078
GD4,1,7,rcp85,JJA,2,215.600296021,2079
GD4,1,7,rcp85,JJA,2,152.580764771,2080
GD4,1,7,rcp85,JJA,2,47.9303741455,2081
GD4,1,7,rcp85,JJA,2,259.012405396,2082
