Index,Model,Region,Scenario,Sigma,Value,Year
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,1414.90820312,2089
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,1201.61914062,2091
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,2104.09570312,2093
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,880.408203125,2096
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,309.376953125,2097
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,626.751953125,2098
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,1945.80664062,2099
GD4,MetEir-ECEARTH_RACMO22E,Corse,rcp45,2,2545.97851562,2100
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,945.930664062,1997
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,16.9072265625,2011
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,273.329101562,2013
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,201.477539062,2017
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,712.782226562,2020
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,834.633789062,2021
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2215.75878906,2026
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1923.71191406,2027
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1183.45410156,2030
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,935.079101562,2031
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,37.2666015625,2035
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2725.51660156,2038
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,3054.98535156,2039
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1632.52441406,2040
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1510.27441406,2042
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1830.67285156,2043
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,879.977539062,2044
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1150.54785156,2045
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1000.00097656,2048
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1352.83691406,2049
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1697.20410156,2051
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,907.961914062,2054
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2287.80566406,2055
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1469.68847656,2056
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2769.57128906,2057
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1148.07910156,2058
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1021.36816406,2059
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1212.47753906,2060
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1799.58691406,2061
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,3243.46191406,2062
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2952.54003906,2063
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,505.500976562,2064
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,132.383789062,2065
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2395.58691406,2066
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,202.696289062,2067
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,3122.00097656,2068
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1030.87597656,2069
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1849.73535156,2070
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,910.047851562,2071
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2594.27441406,2072
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2655.41503906,2073
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2672.40722656,2074
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,3083.42285156,2075
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1834.75878906,2076
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1675.09472656,2077
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2489.00097656,2078
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1457.95410156,2079
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,3542.23535156,2080
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2370.11035156,2081
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,292.282226562,2082
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,981.875976562,2083
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,3016.59472656,2084
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,362.704101562,2085
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,4096.89160156,2086
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1917.93066406,2087
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2152.62597656,2088
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2176.71191406,2089
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1625.47753906,2090
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1977.32128906,2091
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,201.743164062,2092
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,1609.02441406,2093
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2305.61035156,2094
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2542.50878906,2095
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2208.12597656,2096
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2027.94628906,2097
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,1,2116.43847656,2098
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,194.228515625,2026
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,703.986328125,2038
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,1033.45507812,2039
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,266.275390625,2055
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,748.041015625,2057
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,1221.93164062,2062
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,931.009765625,2063
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,374.056640625,2066
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,1100.47070312,2068
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,572.744140625,2072
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,633.884765625,2073
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,650.876953125,2074
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,1061.89257812,2075
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,467.470703125,2078
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,1520.70507812,2080
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,348.580078125,2081
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,995.064453125,2084
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,2075.36132812,2086
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,131.095703125,2088
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,155.181640625,2089
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,284.080078125,2094
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,520.978515625,2095
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,186.595703125,2096
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,6.416015625,2097
GD4,MOHC-HadGEM2-ES_RCA4,Corse,rcp45,2,94.908203125,2098
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,384.758789062,1998
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,436.790039062,1999
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1238.93066406,2000
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,73.6494140625,2006
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1114.14160156,2011
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1451.56347656,2016
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,629.821289062,2017
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,950.743164062,2022
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1062.39941406,2025
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2971.98535156,2030
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,864.891601562,2031
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1302.22753906,2033
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1334.17285156,2034
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,36.5712890625,2035
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1968.86816406,2036
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2713.36816406,2037
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1537.00097656,2038
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,881.704101562,2039
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1270.13378906,2040
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,151.922851562,2041
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1970.02441406,2042
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,944.430664062,2043
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,570.430664062,2044
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,577.399414062,2045
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,164.618164062,2046
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,290.422851562,2047
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1646.47753906,2049
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1931.44628906,2050
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,739.063476562,2051
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,383.399414062,2052
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2092.21191406,2053
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,980.344726562,2055
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1853.39941406,2056
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1245.14160156,2057
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1973.74316406,2058
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,886.305664062,2060
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2599.17285156,2061
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1715.40722656,2062
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2199.11816406,2063
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,3037.00097656,2065
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1467.21972656,2066
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,3234.57128906,2067
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1666.89941406,2068
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2536.96972656,2071
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1997.43066406,2072
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,74.7353515625,2073
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2889.22753906,2074
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1634.36035156,2075
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2165.68847656,2076
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2149.79785156,2077
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,934.633789062,2078
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,665.024414062,2079
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,760.172851562,2080
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1623.85253906,2081
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1648.33691406,2083
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,533.305664062,2084
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,85.4931640625,2086
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2832.71191406,2087
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,3341.32910156,2088
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,3968.61816406,2089
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1731.00097656,2090
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2808.68066406,2091
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2949.79785156,2092
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1905.46191406,2093
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,450.125976562,2094
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2962.22753906,2095
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,3755.31347656,2096
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1086.89941406,2097
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,1311.25878906,2098
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2589.67285156,2099
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,1,2939.41503906,2100
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,950.455078125,2030
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,691.837890625,2037
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,70.681640625,2053
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,577.642578125,2061
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,177.587890625,2063
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,1015.47070312,2065
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,1213.04101562,2067
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,515.439453125,2071
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,867.697265625,2074
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,144.158203125,2076
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,128.267578125,2077
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,811.181640625,2087
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,1319.79882812,2088
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,1947.08789062,2089
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,787.150390625,2091
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,928.267578125,2092
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,940.697265625,2095
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,1733.78320312,2096
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,568.142578125,2099
GD4,MPI-ESM-LR_CCLM4-8-17,Corse,rcp45,2,917.884765625,2100
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,3129.60449219,1974
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,985.323242188,1988
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,1270.72167969,1990
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,2197.59667969,1994
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,2958.15917969,2000
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,3599.00292969,2002
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,2877.68261719,2007
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,2926.64355469,2011
GD4,OBS Safran,Nord-Pas-de-Calais et Picardie,rcp45,1,704.206054688,2012
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4476.38574219,1973
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2706.28417969,1974
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2632.65136719,1975
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1457.30761719,1993
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2640.09667969,2000
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1265.60449219,2011
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2853.45605469,2012
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,269.088867188,2013
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4076.79980469,2017
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,71.0107421875,2019
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1948.12011719,2020
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1223.93261719,2021
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1141.65917969,2022
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2899.80761719,2028
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2986.31542969,2029
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1959.36230469,2030
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1477.86230469,2031
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2429.12792969,2032
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1121.35449219,2036
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4590.54199219,2037
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2125.59667969,2039
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2190.44042969,2040
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,803.846679688,2041
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1056.00292969,2045
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,205.159179688,2048
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1700.25292969,2049
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2767.44824219,2052
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,6124.63574219,2053
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,6174.96386719,2055
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2097.14355469,2056
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,6072.56542969,2057
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4137.31542969,2061
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,122.221679688,2062
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2378.13574219,2063
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,3757.44824219,2065
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,3976.62011719,2066
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,6355.77636719,2067
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4598.31542969,2071
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2431.88574219,2072
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,1287.47949219,2073
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2119.48730469,2074
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,5516.83886719,2075
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4600.01074219,2076
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,3566.36230469,2077
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,9436.87011719,2080
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4139.96386719,2081
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,3491.41699219,2083
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,7017.52636719,2084
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,2139.55761719,2085
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,449.627929688,2086
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,6865.47949219,2088
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4697.72949219,2092
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,661.221679688,2093
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,5096.86230469,2094
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4333.69824219,2095
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,4609.36230469,2096
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,3623.76855469,2097
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,542.526367188,2099
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,1,7133.86230469,2100
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,1444.16992188,2053
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,1494.49804688,2055
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,1392.09960938,2057
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,1675.31054688,2067
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,836.373046875,2075
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,4756.40429688,2080
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,2337.06054688,2084
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,2185.01367188,2088
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,17.263671875,2092
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,416.396484375,2094
GD4,CNRM-CERFACS-CNRM-CM5_RCA4,Nord-Pas-de-Calais et Picardie,rcp45,2,2453.39648438,2100
GD4,CNRM-CM5_CNRM-ALADIN53,Nord-Pas-de-Calais et Picardie,rcp45,1,4773.57324219,1973
GD4,CNRM-CM5_CNRM-ALADIN53,Nord-Pas-de-Calais et Picardie,rcp45,1,2575.18261719,1974
GD4,CNRM-CM5_CNRM-ALADIN53,Nord-Pas-de-Calais et Picardie,rcp45,1,2967.43261719,1993
GD4,CNRM-CM5_CNRM-ALADIN53,Nord-Pas-de-Calais et Picardie,rcp45,1,2601.72949219,2011
GD4,CNRM-CM5_CNRM-ALADIN53,Nord-Pas-de-Calais et Picardie,rcp45,1,1954.40136719,2017
GD4,CNRM-CM5_CNRM-ALADIN53,Nord-Pas-de-Calais et Picardie,rcp45,1,1321.55761719,2021
GD4,CNRM-CM5_CNRM-ALADIN53,Nord-Pas-de-Calais et Picardie,rcp45,1,1051.15136719,2022
