Index,Model,Region,Scenario,Sigma,Value,Year
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1103.14111328,2046
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,180.617675781,2047
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4708.01611328,2048
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1164.46923828,2052
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3876.78173828,2053
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5624.53173828,2055
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3353.43798828,2056
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2900.70361328,2057
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4769.88330078,2058
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3555.11767578,2059
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,761.742675781,2060
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1015.50048828,2061
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4544.82861328,2062
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1384.19580078,2063
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5858.89111328,2064
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3874.10205078,2065
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4298.86767578,2066
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6569.91455078,2067
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1666.25830078,2068
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1882.44580078,2070
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3120.98486328,2072
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1843.09423828,2073
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3732.65673828,2074
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5434.99267578,2075
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3609.30517578,2076
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4810.23486328,2077
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1067.41455078,2078
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3341.78173828,2079
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4555.07080078,2080
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5041.11767578,2081
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2287.66455078,2082
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3337.17236328,2083
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5007.08642578,2084
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5302.54736328,2086
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6536.16455078,2087
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4194.71142578,2088
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2860.78955078,2089
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1954.11767578,2090
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2459.79736328,2092
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3376.96923828,2094
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1144.49267578,2095
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4680.46142578,2096
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4788.97705078,2097
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1861.78173828,2099
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3983.49267578,2100
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1878.32910156,2004
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,743.657226562,2006
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1087.59472656,2015
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1135.43066406,2032
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1160.53222656,2035
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1926.75097656,2036
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,653.735351562,2037
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2019.40722656,2038
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3436.25097656,2042
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1854.43066406,2048
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1023.19628906,2053
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2770.94628906,2055
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,499.852539062,2056
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,47.1181640625,2057
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1916.29785156,2058
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,701.532226562,2059
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1691.24316406,2062
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3005.30566406,2064
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1020.51660156,2065
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1445.28222656,2066
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3716.32910156,2067
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,267.399414062,2072
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,879.071289062,2074
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2581.40722656,2075
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,755.719726562,2076
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1956.64941406,2077
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,488.196289062,2079
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1701.48535156,2080
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2187.53222656,2081
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,483.586914062,2083
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2153.50097656,2084
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2448.96191406,2086
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3682.57910156,2087
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1341.12597656,2088
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,7.2041015625,2089
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,523.383789062,2094
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1826.87597656,2096
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1935.39160156,2097
GD4,ICHEC-EC-EARTH_HIRHAM5,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1129.90722656,2100
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2764.96923828,1980
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,575.875488281,1981
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1835.71142578,1993
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2849.96923828,1998
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1517.89892578,2013
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1979.13330078,2014
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,742.641113281,2019
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1214.39111328,2020
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,745.391113281,2021
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4098.70361328,2022
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4612.66455078,2023
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,820.547363281,2025
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,235.172363281,2026
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2998.32861328,2031
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5003.99267578,2032
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1029.61767578,2033
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3065.21923828,2034
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,333.008300781,2035
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,215.461425781,2036
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2181.18798828,2038
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6135.70361328,2039
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,488.039550781,2040
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,290.062988281,2042
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,755.852050781,2043
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1678.66455078,2045
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,649.789550781,2047
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2343.87548828,2048
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,9.91455078125,2049
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4577.33642578,2050
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,202.172363281,2051
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4136.94580078,2053
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2282.40673828,2055
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1551.40673828,2056
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,19.3051757812,2058
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4959.14892578,2059
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5232.34423828,2060
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3735.88330078,2061
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3958.90673828,2063
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6493.44580078,2065
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,7897.60205078,2066
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4284.93798828,2067
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6121.08642578,2068
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,868.008300781,2069
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,976.594238281,2070
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1452.14111328,2071
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2820.19580078,2072
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5595.79736328,2073
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1575.96923828,2074
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,182.414550781,2077
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5254.26611328,2078
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,8770.23486328,2079
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,7446.56298828,2080
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1599.69580078,2081
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5237.89111328,2082
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5377.55517578,2083
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5238.00048828,2084
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3665.01611328,2085
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6401.11767578,2086
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2656.84423828,2087
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6515.20361328,2088
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2793.71142578,2089
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5974.08642578,2090
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,6366.26611328,2091
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5370.42236328,2092
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2124.37548828,2093
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3652.69580078,2094
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1637.12548828,2095
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3950.75048828,2097
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,7359.98486328,2099
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4992.68798828,2100
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1245.11816406,2022
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1759.07910156,2023
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,144.743164062,2031
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2150.40722656,2032
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,211.633789062,2034
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3282.11816406,2039
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1723.75097656,2050
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1283.36035156,2053
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2105.56347656,2059
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2378.75878906,2060
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,882.297851562,2061
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1105.32128906,2063
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3639.86035156,2065
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,5044.01660156,2066
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1431.35253906,2067
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3267.50097656,2068
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2742.21191406,2073
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2400.68066406,2078
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,5916.64941406,2079
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,4592.97753906,2080
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2384.30566406,2082
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2523.96972656,2083
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2384.41503906,2084
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,811.430664062,2085
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3547.53222656,2086
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3661.61816406,2088
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3120.50097656,2090
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,3512.68066406,2091
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2516.83691406,2092
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,799.110351562,2094
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,1097.16503906,2097
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,4506.39941406,2099
GD4,ICHEC-EC-EARTH_RCA4,Languedoc-Roussillon et Midi-Pyrénées,rcp45,2,2139.10253906,2100
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1322.46923828,1989
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2190.81298828,1990
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5211.82861328,1995
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,736.180175781,1997
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2592.52392578,2003
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,15.2504882812,2004
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,541.500488281,2005
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1154.95361328,2016
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3494.92236328,2023
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3195.14892578,2024
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,359.844238281,2025
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3067.46923828,2026
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3379.78173828,2027
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2090.89892578,2028
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3981.94580078,2030
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3113.65673828,2033
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1983.33642578,2034
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,518.281738281,2037
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2385.84423828,2038
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2052.77392578,2042
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,1161.41455078,2043
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3324.75048828,2044
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4012.89892578,2045
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4826.69580078,2046
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2479.69580078,2047
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,402.930175781,2048
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,4349.80517578,2049
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,120.445800781,2054
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,5281.57861328,2055
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,3515.94580078,2056
GD4,MetEir-ECEARTH_RACMO22E,Languedoc-Roussillon et Midi-Pyrénées,rcp45,1,2720.36767578,2059
